timestamp,price,volume,ikeda,tent,volatility,ATR,anomaly_run_1,anomaly_run_2,anomaly_run_3,anomaly_run_4,anomaly_run_5,anomaly_run_6,anomaly_run_7,anomaly_run_8,anomaly_run_9,anomaly_run_10,anomaly_run_11,anomaly_run_12,anomaly_run_13,anomaly_run_14,anomaly_run_15,anomaly_run_16,anomaly_run_17,anomaly_run_18,anomaly_run_19,anomaly_run_20,anomaly_run_21,anomaly_run_22,anomaly_run_23,anomaly_run_24,anomaly_run_25,anomaly_run_26,anomaly_run_27,anomaly_run_28,anomaly_run_29,anomaly_run_30,anomaly_run_31,anomaly_run_32,anomaly_run_33,anomaly_run_34,anomaly_run_35,anomaly_run_36,anomaly_run_37,anomaly_run_38,anomaly_run_39,anomaly_run_40,anomaly_run_41,anomaly_run_42,anomaly_run_43,anomaly_run_44,anomaly_run_45,anomaly_run_46,anomaly_run_47,anomaly_run_48,anomaly_run_49,anomaly_run_50
2024-08-29 13:21:30.444,60378.48716195032,34184086285.201298,1.0565331051558862,0.09000230493197076,0.288136504247087,1227.2498528541182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 14:29:54.283,60581.31818296415,36422333152.09036,1.0565331051558862,0.6474073582188961,0.28691390384736387,1430.080873867948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 15:11:58.233,61009.06324110357,33724083624.403152,1.0565331051558862,0.7734678064820691,0.2988208404706683,1544.3175787276414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 16:46:26.427,60504.823970856516,33643340616.10374,1.0565331051558862,0.5399845732300529,0.45499768179623035,1435.0028950786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 17:17:10.569,60298.98500930787,33136914073.443123,1.0565331051558862,0.3408123567876606,0.4831094602734551,1428.17174662264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 18:19:31.744,59940.78387731009,32368985544.170303,1.0565331051558862,0.7099391201202426,0.5337994199382837,1423.2624991623888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 19:48:11.552,59618.97215424849,33280807670.590614,1.0565331051558862,0.5590596742778877,0.5637198265735583,1423.2624991623888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 20:32:36.528,59354.685622746576,33450112359.78558,1.0565331051558862,0.9100347945150855,0.5789509105133775,1654.3776183569935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 21:40:26.305,59497.791836546916,32163477595.896908,1.0565331051558862,0.28043920769977765,0.5821993565869886,1654.3776183569935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 22:40:43.041,59149.217467487586,32635823960.07664,1.0565331051558862,0.39362800829946104,0.5276398162235363,1859.8457736159835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
